region_acronym,n_neurons,n_sessions,n_probes,n_spikes_spontaneous_median,firing_rate_hz_median,local_variance_lv_median,n_timescales_median,tau_1_ms_median,tau_2_ms_median,tau_3_ms_median,tau_4_ms_median,c_1_median,c_2_median,c_3_median,c_4_median,tau_effective_ms_median,r_squared_median,ci_lower_ms_median,ci_upper_ms_median,bic_1_median,bic_2_median,bic_3_median,bic_4_median,coverage_label
VISal,83,2,2,3150.0,5.249444037127078,1.0342439120988156,2.0,67.28159389891536,1032.6968774369275,2574.4176649874394,,0.0825420599725358,0.019613999593659698,0.016316334373194,,361.760891195488,0.7546554024975799,289.78177003537866,409.8692193565373,-6276.849658002987,-6428.969467522418,-6493.216966453316,-6232.834357059646,medium
PYR,82,6,6,6833.0,11.387081643432818,0.8009968874794664,2.0,236.3738090907101,2336.2818840062355,3086.3315022798533,,0.09413536353570955,0.051058912250401,0.0695441641498441,,1234.4671503687164,0.9043023032546846,1095.1087216736842,1296.1511502336366,-5760.402774422562,-6142.2848467738895,-6357.628956267615,-6640.734995931765,medium
PF,81,6,6,3711.0,6.184443795951187,1.0725696581921018,2.0,82.01822772713675,1018.2490158392806,2543.818836199279,,0.0905163485187151,0.01869332561655,0.0081527051695443,,207.7610662858814,0.706209724845633,168.00429790529398,290.78356266049354,-6379.802934521487,-6531.014190114836,-6563.4492453767625,-6606.723784051651,medium
SPF,81,13,13,2680.0,4.882320570286779,0.9855085057899188,2.0,290.2559702273679,2054.505587761721,2965.5574291234875,,0.0544045345970146,0.0214752870839415,0.0795719011907106,,951.9773333790116,0.8235035040385349,834.2892484899475,1069.665418268076,-6074.7761626427055,-6358.401385196842,-6432.295927129102,-6315.513316581674,medium
DN,78,8,8,9961.5,16.60138412077222,0.8122186923217771,2.0,131.4059583214966,1562.6129131112395,3529.2305442264233,,0.0706615336204512,0.0256017684544184,0.01393260230379665,,662.5557044073107,0.8300393678409641,552.6478552095328,811.5223078419551,-6253.2178425106795,-6507.058444989373,-6663.285425621474,-6843.124080292751,medium
LSv,77,11,11,2259.0,3.764634655813169,1.1876683514372044,2.0,33.85772221568932,347.0847760205955,2981.982431841335,,0.141520546542707,0.0261016424039013,0.00861494310453615,,67.47580368267998,0.7444616148239049,54.41338572821032,78.06847875150538,-6436.0784177805845,-6488.185816705772,-6422.839571262769,-6337.912072735965,medium
HATA,74,7,7,4184.0,7.506681743842173,1.12594920881369,1.5,61.06946421928562,532.0912066092785,2802.51259460403,,0.11482903820326029,0.0144676654971412,0.0094204452694113,,87.98036715273153,0.7302294461241652,79.54901529393837,97.65265078158058,-6423.642395294697,-6525.118010176635,-6517.23226103625,-6515.2879023165115,medium
VISC,73,6,6,2363.0,3.937954231655095,1.0858814752566142,2.0,38.78455173553284,1083.5184970471837,3066.2960562918106,,0.0936651222763544,0.0160194680070022,0.0139570302026746,,255.8057058402063,0.725414704144836,220.60881296775003,287.72451701559606,-6177.628665445945,-6423.104863076679,-6426.675088144206,-6440.758106316769,medium
NPC,73,10,10,4300.0,7.302395383923398,0.9276094844400412,2.0,211.24167850570143,2372.4472527079697,4538.7002969976,,0.0588285911242385,0.0279783321547866,0.0419529825682958,,967.2870975084307,0.8082820662953264,847.2183880017695,1057.176524479014,-6008.064013195608,-6359.320965751206,-6393.015296851589,-6205.820711432456,medium
PCN,73,9,9,3302.0,6.259270864511683,1.0680261079067055,2.0,39.63742378547056,1312.4111688140824,3456.02743417214,,0.1092520734913756,0.017847046447669303,0.0121408231630828,,260.5791492948286,0.7689955446778745,206.5755112683736,282.2583307620165,-6159.64216122069,-6419.502985791049,-6461.247752826633,-6425.659111949483,medium
CA2,71,21,21,3476.0,6.042795239423485,1.1541847616248635,2.0,20.028860995211083,365.8753780164898,2754.0643338568207,,0.1996068883971861,0.02026282647555295,0.0157666062849896,,77.11188937275655,0.7564061319420023,67.72128518852288,91.58304005567618,-6251.543906325382,-6432.41409988015,-6414.826586897403,-6462.241388326207,medium
LAV,71,9,9,2139.0,3.564560808909643,0.8309592399732839,2.0,178.66055461581024,1911.4074798329925,2725.4891667277284,,0.0840960382742749,0.0761337701242116,0.0537158729335054,,1064.4936575621657,0.9060605232255684,987.1075173320552,1167.066566282607,-5624.0681190786845,-5970.3014054122195,-5888.470279779974,-5877.324950372429,medium
AUDpo,70,4,4,2773.5,4.621880402185221,1.1573323115785936,2.0,35.669864549580865,488.9270386313417,2283.7318694720643,,0.1074099540613864,0.0203357623271346,0.0090490148409204,,134.23559037247986,0.7937135569536684,114.70603491793987,166.31905677880135,-6269.677122989497,-6486.796718941278,-6517.236639196086,-6525.874572119283,medium
PFL,69,7,7,6182.0,10.302051995159626,0.8970692730423759,2.0,95.03407825025118,2128.928092762403,2921.474243861985,,0.071245532888893,0.029488542201988398,0.0153244625142071,,527.7544313686684,0.7993848637892738,437.6460356725106,632.2537357120701,-6214.943583839927,-6496.8867890563015,-6541.820154409904,-6506.917680922772,medium
CLA,68,6,6,784.0,1.3065085216678485,1.1458389230515433,2.0,59.30094414589017,1352.7308584299722,2093.4339209733203,,0.0866529478984862,0.01883811789954555,0.039844110485898,,318.5680243050822,0.7370927883800238,273.5539651821379,362.9434630154176,-6126.784308369037,-6313.068311295326,-6373.098251984175,-6409.24222900782,medium
NDB,67,4,4,827.0,1.3998534811571597,1.3328856775876126,2.0,30.886320600009725,690.9737829308061,2324.019530743135,,0.1326668338117447,0.02341221923263205,0.0088395969386006,,119.90334342875052,0.758781330327875,101.844316193043,137.29138728242168,-6168.675067499895,-6352.296266677606,-6412.467402234067,-6409.052603467133,medium
PPT,66,10,10,1845.0,3.2296624044504094,1.0082387273201419,2.0,148.715824921199,1054.6215793879585,2512.486026535934,,0.0647202515480712,0.0261977072682908,0.02527758932876365,,581.1196993854171,0.7747079454723772,493.6302402221465,680.1467961375545,-6071.729942365755,-6256.507104006703,-6307.74865299655,-6331.799653260439,medium
PCG,66,9,9,4364.0,7.272471020539076,0.9714683194443905,2.0,181.7119250593273,1909.1723849261898,3364.666574154505,,0.06846894543715726,0.0444676310607955,0.01430875283259505,,734.2597235309102,0.8385284636142549,648.8174584187632,802.8300093526756,-6022.0835561024305,-6330.339905428188,-6450.51865345901,-6480.665318284903,medium
CUN,65,10,10,3107.0,5.177689635524224,0.9075644440967374,2.0,140.72372389169237,1815.5460637791336,3786.746036387439,2706.5233311404195,0.0838103436010492,0.0162396094396357,0.0132848763217617,0.0150472405247772,395.807720464552,0.7946923270796228,329.17103870936023,420.4147522912291,-6191.29721032995,-6407.984328617763,-6548.921372105717,-6611.84177922196,medium
NB,64,3,3,1592.0,4.4376493181428724,1.16280054382411,2.0,36.114423806458525,1459.405865453943,3772.3049097026965,,0.18871282339135093,0.0252423082254345,0.01307655024550995,,107.2556633145746,0.7744279677946958,93.14339439728985,125.34760306813482,-5923.45497130365,-6075.397847894128,-6097.63048116769,-6229.028662901779,medium
RPF,61,4,4,2261.0,3.791330112432022,0.9794252755765244,2.0,225.28383098019447,1622.3113605020308,4506.4796452092505,,0.0439325757565052,0.0192465865144937,0.00809452498307505,,834.5869968187712,0.7175417801331658,716.4255995245614,882.3542160319828,-6314.319596975558,-6444.511276862389,-6449.469708639293,-6557.781294051747,medium
CL,60,9,9,6346.5,10.576523913002509,0.9495663984693501,2.0,55.42913954856135,1189.4716665968083,3130.478199411392,,0.12256573138994731,0.0268074315929134,0.010327441031127,,256.11471499677646,0.7776800137405155,238.21777954886136,289.3571452190595,-6131.486505259843,-6451.285126278726,-6465.643881034027,-6561.599306201422,medium
LH,60,12,12,3404.5,7.465750643796022,1.083325687398997,2.0,37.73010802977269,1590.1187219545473,2549.9058082864663,,0.118114401564852,0.0125644475759193,0.0028278574645871,,143.27750283361132,0.6921865883648578,112.16953817215744,168.26164685128506,-6332.520599249349,-6450.391509899795,-6363.91905324769,-6402.94987327769,medium
LRN,52,5,5,1656.5,2.7605635904226906,1.0361954059045901,2.0,254.66441461122952,1600.2523376197803,3135.738289789768,,0.08664822741120881,0.0270828043890279,0.0246665697991021,,940.6513314127644,0.8512729063903275,862.822909103425,1009.9525963764213,-6013.3097000857415,-6176.1765462967705,-6320.77894622007,-5854.985899372876,medium
AD,52,3,3,8974.5,14.95617567198756,1.1042820113285354,1.0,25.90690859581361,270.84740091351125,2267.521691896631,,0.1531991609435766,0.04045437593545135,0.02071842066593785,,72.42419340756115,0.7632019071836196,65.01552909728542,84.06718591190874,-6383.855631644521,-6511.840016079364,-6591.774592908821,-6530.2912569195905,medium
VeCB,49,5,5,2384.0,3.972962999802209,0.9862006024813864,2.0,81.26663860090218,1910.2619862306265,3207.0023455626006,,0.0728754856859364,0.03434436481347105,0.020481751049219,,998.5218790507492,0.8558474370062957,900.3171220728951,1059.6164279486625,-6042.927758840385,-6271.193484976324,-6394.4857972427235,-6414.19482939263,low
FOTU,49,6,6,3467.0,5.777770695838916,0.8813340657315022,2.0,242.7231957826721,1495.280529510899,2145.1741400771416,,0.0918656258557404,0.0519643462782479,0.0730552804703256,,620.6721536400354,0.873661159869425,579.6856778282424,701.9264022033047,-6060.23629243411,-6173.438498894408,-6368.334331244898,,low
P5,47,5,5,1213.0,2.0214004532443512,1.0927285047643287,2.0,172.35851341752902,3140.4978971236965,3857.7166833949186,,0.0885928146920569,0.03028743767547385,0.0495867521309495,,955.6539190627952,0.8249988165252257,847.35429805735,1153.4570809443676,-5609.744617166261,-5995.700083040276,-6285.161720277692,-6166.964130741798,low
PRP,46,5,5,1961.0,3.267924155779532,0.9864675462050359,2.0,203.31513006042053,3090.084141795042,,,0.05730110870929225,0.0354344582028484,,,2048.6939348655305,0.8293768584554712,1862.5654239259054,2220.489213489075,-5793.92331882618,-6166.4323729079215,-6122.435652037813,-6109.719214510714,low
PERI,42,3,3,1554.5,2.59055897006795,1.2133577877035122,1.0,103.0687532949029,288.5629851917329,3935.102124936008,,0.06862171353475735,0.0287044385250526,0.0043425205671068,,133.13461615134872,0.7029076007593414,117.2593702995049,153.2582823347144,-6411.69330976543,-6440.325348367674,-6349.538202368127,-6501.665871592154,low
RR,42,5,5,1857.5,3.0955245221769063,0.884857085844127,2.0,522.9290268966375,3285.714525703906,2534.915439168226,,0.0854656329279038,0.020702151970265398,0.021367480360724,,1356.737501423317,0.8249729203590206,1176.5879823876048,1470.2936608039054,-5812.655167458954,-6063.004244335236,-6170.242367603982,-6099.215763374306,low
PC5,42,3,3,1605.5,2.675598200062624,1.0684641000412407,2.0,167.52280910534648,2231.651507722634,3276.8015432044385,,0.06697263439974745,0.0381205172338657,0.028431500836531,,843.8483507438533,0.9226270141367157,738.5608478280571,981.5983768046688,-5885.628616001314,-6289.336151404776,-6264.660124974091,-6262.205233707849,low
VCO,42,6,6,3104.5,5.173647751361905,1.0034412932998327,2.0,233.87186698089363,2957.3036581681963,4534.518378170389,,0.06823691926038085,0.0423594718857738,0.04016661618185405,,1391.3425919626889,0.8601516736777166,1153.1336614666386,1751.4344138846313,-5821.536336409106,-6209.969994171286,-6133.144283997929,-6216.513009739734,low
APr,38,8,8,2709.0,4.691086409653658,1.112821546272131,2.0,47.02266679692333,597.9551975076192,2359.3783184684103,,0.04841886248993535,0.019816886454724,0.0132099025094141,,223.19652341515985,0.6066002570702103,170.4236746960285,281.0076787204857,-6247.910361226302,-6488.141245402044,-6333.805083216939,-6212.707545620838,low
MH,38,7,7,3262.0,5.436111457277102,1.185265449964971,2.0,24.25838222730993,1141.4198789351856,3161.7866194318367,,0.1090034005288011,0.0164672244495734,0.0101880485443855,,225.5226402240479,0.733916044396481,188.2688980359291,262.7763824121668,-6220.451291096311,-6445.236748478965,-6453.089431695505,-6328.116501941058,low
x,36,3,3,1355.0,2.258037711463343,1.0041669700801497,2.0,245.9594457417895,2288.9111913983706,3855.06258494589,,0.0834348215001485,0.0530560198538827,0.0400613048455628,,1041.7416787248035,0.9096064943448064,995.4742440793191,1215.3270834451032,-5711.010977062371,-5971.43127684443,-6081.68671747988,-5848.545269821992,low
AAA,35,3,3,2626.0,4.376116493199424,1.1281770644831983,2.0,33.707925100437855,1493.2639948187998,1952.0102933263024,,0.1311094093685746,0.01293570416117545,0.023088140652514397,,186.170737793685,0.7335146635086783,151.05409618808696,212.63910280599583,-6226.6326521778665,-6424.599324826976,-6501.860899905812,-6521.48426479222,low
FS,35,5,5,1910.0,4.212800181628318,1.1846541859977933,2.0,36.57621191945456,985.1726444141369,4185.608387671802,,0.1456409838709486,0.017464004753428748,0.0137667711530093,,176.42472208287316,0.7805902183043818,140.79845824131803,212.0509859244283,-6107.172905697334,-6350.180237299272,-6408.832114503413,-6348.792956214299,low
CM,35,5,5,4517.0,7.657522452509433,0.9099350518105708,2.0,117.70653587692492,2726.5850489964237,2299.9485259912017,,0.0609118076891851,0.0145356325616262,0.0103267818348241,,560.6137230204854,0.7159080500339016,462.76467562653113,690.824923624064,-6061.564367612815,-6373.848821506199,-6357.293724028328,-6342.787412732685,low
ICB,34,4,4,3428.0,5.7125929199363,0.8307827952237351,2.0,529.3364628349359,3316.3790692262237,5184.225260326616,,0.042723413408459254,0.05083790258636415,0.114770000060991,,3115.481270120944,0.9264544939226147,2901.4088420502812,3282.8650917102614,-6038.088815976076,-6165.095084199087,-6235.985607897109,-6339.746880367426,low
LING,33,5,5,6091.0,10.150351072150526,0.7619950974653769,2.0,245.52983311196465,1867.082113455511,3148.388265654118,,0.145253580117342,0.09866881072349454,0.03651327129042365,,2001.583299711378,0.9422871153577416,1452.0351713511811,2052.2064614499777,-5517.391532190303,-6137.4176244526725,-6144.534703872436,-5726.543701314249,low
PG,33,4,4,3663.0,6.10446116235271,0.9740916387576576,2.0,627.8095548435141,2309.5127995209286,,,0.0514456173710353,0.0336670495878434,,,1348.519534190755,0.8844948809318077,1291.9779071997252,1438.5465504016804,-6387.398536604574,-6461.099629790419,-6472.220697469977,-6508.305811784388,low
GPi,32,4,4,2240.5,6.306686614649352,0.8974819114471223,2.0,113.49808563118381,1515.7925564588622,1532.0552107928056,5159.422492181769,0.06247867624672175,0.0248590264318597,0.0158512526771046,0.0823359939539376,506.4812592434985,0.7506277172369187,373.7393082140125,622.2006237337853,-5965.103829502361,-6138.977488338289,-6148.829142749576,-6474.220838188508,low
PVT,31,8,8,1204.0,2.298111331215372,1.2834961181277391,1.0,16.722393714319047,788.3448618321884,1056.218647199932,,0.2339439617181908,0.02379152592577565,0.0024261510518441,,37.88995789268756,0.744555251537306,26.03997217557812,44.76408222203541,-6195.60811230632,-6259.639652201004,-6516.434630093342,,low
RE,30,3,3,10404.0,17.337853201257737,0.9956631857017229,2.0,65.81812809566594,1588.1187060284096,4011.0804733572254,,0.0540760290452232,0.01308457764942215,0.0046172613763283,,237.14402875380938,0.7367736306243489,180.65783163962686,270.12094592031985,-6538.854798970844,-6636.155063148362,-6693.4753772595395,-6634.455921472505,low
VPMpc,29,8,8,3718.0,6.196116640888905,0.9549943120930412,2.0,88.2162287964701,1201.446975114877,2672.437782934257,,0.0930303875588735,0.0246813696626025,0.0129770847144671,,464.1918824919112,0.810302071832092,408.3723072568478,489.7480381592285,-6197.460640885126,-6456.847252887077,-6343.215010911229,-6330.498434495428,low
IO,28,4,4,2893.5,4.821891641043983,1.0083533483899139,2.0,197.25089013868757,4128.655525297727,,,0.06794567009298524,0.018012719306877048,,,1331.4212670366032,0.8303786064287642,1149.0069690092746,1506.5654923109778,-5974.973274350881,-6347.316374448414,-6530.26342857019,-6192.36250868573,low
DMX,24,2,2,1024.5,1.7073145146700037,1.2388377958505634,2.0,46.508960276938055,576.2082540612649,2446.5939527167866,,0.0936037880240371,0.056104359684517754,0.0224298343600381,,303.0209936646869,0.896866104707889,246.10705313944712,339.7265358790788,-5643.036056569268,-6165.084867750344,-6151.937704161888,-5827.824542466097,low
LPO,24,3,3,11150.0,18.581248174888323,0.7142816058863998,2.0,63.63939294717612,941.9960126599524,3257.7605296868037,,0.09883464410931035,0.0228477593960774,0.01040717270353515,,235.92836615741209,0.7245367702869687,209.74469968016032,274.11762828001116,-6164.540948447648,-6358.96593738292,-6599.920209170765,-6758.340917758661,low
COAa,23,4,4,1971.0,4.389330386520123,1.120750389735807,2.0,41.08719555013729,396.4520957058055,3394.460564306673,,0.1487038981796051,0.0822961636869648,0.0221204776041136,,301.28642207462406,0.9210578495012344,218.23336343922333,391.6333400802639,-5556.887406929625,-6027.421528915338,-6460.592520541493,-6122.343324409704,low
IntG,21,2,2,3885.0,6.473983586977875,1.030627458540725,2.0,195.84005938117056,975.6276176252476,,,0.0363688193142789,0.0385158370251967,,,757.1661120158938,0.8430274820922702,730.5818496128644,783.7503744189231,-6372.197580833742,-6513.226060226308,-6512.977055749927,-6454.802859480489,low
CLI,21,5,5,2890.0,4.816243947171598,0.6785415342903685,2.0,339.8060786229817,2800.3526902087888,2977.990657966876,,0.0871758684297833,0.0638674751332669,0.0231731523014515,,1401.1721439864575,0.9094407608932192,1329.1601986719936,1473.184089300922,-5638.55695195219,-6227.637687852442,-6199.731972665735,-6186.843246596352,low
PR,20,5,5,8259.5,13.764405685172834,0.9522934404025754,2.0,32.84313653826291,1173.8226650272074,2828.5205752512607,,0.0777068746733411,0.0132340322320258,0.01033700335040115,,166.36181425426943,0.7122224192208717,141.15498501829876,191.5686434902401,-6386.656167254239,-6552.101814695507,-6576.9853938454435,-6567.462314258437,low
VTN,20,2,2,3696.5,6.160325553049812,0.896320253181587,2.0,37.684322439733876,2610.2143621381165,3008.7649025614946,,0.1188693940637254,0.0756161809826986,0.09500043021559189,,727.8207550056338,0.8647360987666652,636.9782250687255,818.6632849425421,-5771.493297573166,-5666.370998597868,-5907.224800230057,-6309.388476141177,low
VTA,20,4,4,702.5,1.1707307891371923,1.1447126169523894,2.0,52.75321161616563,3595.696010134731,5489.550024249644,,0.1466002870122227,0.0878454062338252,0.0090313557971172,,854.4787132636436,0.7654902978324409,731.4638859086165,918.2219144492951,-5319.780595408308,-5511.402534357404,-5744.472957359765,-5181.688682269184,low
I5,20,2,2,8411.0,14.017028315257571,0.8345860415640023,2.0,134.29566449193857,2833.2004908136373,4755.21663531296,,0.12465642005917216,0.0200854992147522,0.061105974135012904,,736.2943042676304,0.8850281701430349,702.6851476730928,857.9997154378807,-5651.843454481797,-6514.432149504831,-6491.339762341275,-6386.209855348584,low
FL,19,5,5,9354.0,15.588057740698831,0.8292411215307938,2.0,146.3837434427114,2276.1290526190646,1852.6633902141668,1843.604427883784,0.0837056997976365,0.025565062831766,0.07361210903781731,0.0698245915645434,675.3801492891137,0.850865447213133,599.4582570037911,751.3020415744361,-6065.852766051223,-6556.733208152031,-6469.979814114536,-6322.486100118676,low
DR,19,2,2,1804.0,3.006398788310014,0.9774777277825484,2.0,195.00379636305635,2825.13952438206,4074.550115667513,,0.0803242907707675,0.0082253904799058,0.06069612893433725,,423.5363241174529,0.6744736984657695,351.969880408909,495.1027678259968,-6050.243659233031,-6425.262584809885,-6435.653416451274,-6429.769701204416,low
FN,19,3,3,18935.0,31.55405641651493,0.5217738674597201,2.0,29.6317197707952,413.1089442232904,3273.466164528453,5142.936382682814,0.2592892330738703,0.0299118751176089,0.02646077630719865,0.4374823522690372,962.0094934124072,0.7748656558916603,840.132303200095,1099.989481356058,-5840.886058333602,-6284.678151294757,-6456.6543203554775,-6468.533228778163,low
LDT,18,2,2,971.0,1.6181385460454552,0.8991544537186169,1.0,959.9460672845512,4093.2378796543176,,,0.08362988083860459,0.0271586694214446,,,1549.9824413361725,0.7842770968650831,1396.1814118254497,1747.8398276797773,-5603.10196131097,-5831.234725865517,-6078.987166566104,-6436.381022744181,low
MA,17,5,5,4730.0,7.882498506543199,0.980138142981614,2.0,51.18345727279741,2114.904622956685,5494.273222659726,,0.0717342407860799,0.01563086257514,0.0142073792136792,,478.3758716133437,0.684746998807535,383.5009410349505,573.2508021917369,-6142.705851403983,-6483.754103066805,-6475.082896130633,-6625.106178184109,low
STN,17,4,4,1013.0,1.688177566732746,1.2178043783872488,2.0,54.99183888310578,815.6204197082458,1291.0696557648293,,0.2519096318116269,0.0623180766406939,0.03933135279121025,,224.8555391939105,0.9315390777951368,200.308329574336,251.7546259057305,-5438.526115469792,-5700.704751180202,-5695.968873063934,-6158.900772441029,low
IAD,16,4,4,4656.5,7.759833989076037,0.8862298161792678,2.0,229.16566729595718,2841.668326745085,1801.769739085775,,0.05148094467939595,0.0091367359547478,0.1019431896552224,,557.6714477199444,0.625761647884677,500.8805077736619,614.4623876662267,-6401.597563290352,-6486.298104183611,-6548.663837705807,-6658.441074263673,low
PH,16,7,7,6085.5,10.14144384600738,0.930280373016649,2.0,163.25251963130552,1155.471800135893,1308.450699748396,,0.1033974720647179,0.0512410291851582,0.1195577745157322,,515.7914477272859,0.8444898222381216,476.93978571375595,554.643109740816,-6187.99314189677,-6297.816777544625,-6416.619673466304,-6534.708838999475,low
SAG,16,3,3,3103.5,5.883538971822441,0.8116132834613177,1.0,1992.463449547376,3495.8479745640493,,,0.052731535303395555,0.0471151771403602,,,2867.798404133278,0.86061879829522,2704.524381250769,3031.0724270157875,-6160.222935332989,-6194.282135874588,-6318.635948679107,-6359.760917150335,low
RO,16,1,1,3498.0,5.8294452332906115,0.9789837050638016,2.0,120.42236774870759,1703.7473489297365,2725.007632944431,,0.05789940533477495,0.030284250220033303,0.04077047341116445,,904.191190852697,0.8761632765025089,848.826291107353,959.556090598041,-6213.974304504041,-6370.840861310688,-6205.73555281516,-6029.676153447012,low
PeF,16,4,4,1955.5,3.58215308767575,0.8830580322502233,1.0,117.44568019036058,1808.2020317670235,3102.7141782790945,,0.08509734093884666,0.0403156333938001,0.0037108108324364,,988.4665092725454,0.7989803272540619,879.1025677553739,1097.8304507897167,-5901.365191084535,-5976.031472049323,-6578.799503004402,,low
AOB,15,2,2,3840.0,6.399142146887057,1.2147932684515383,2.0,19.64575127622114,255.86344997638415,2810.4794489200694,,0.1080423042803776,0.024577160751231952,0.0076834521439187505,,92.33843871241106,0.6800175114251295,75.01260198175267,109.66427544306944,-6332.430596422548,-6519.785367276898,-6546.441529212901,-6495.895579141186,low
PBG,15,3,3,1028.0,2.1897842266789684,1.0042899276035175,1.0,134.80412312613464,4835.396354592124,,,0.1350266037633699,0.0327852253125007,,,210.38877527977152,0.8202175032708539,195.837392351024,224.94015820851905,-6054.901665089061,-6002.166406859607,-5990.811124303679,-6694.523356428221,low
PIL,15,3,3,3100.0,5.166168752429404,0.9811156068978268,1.0,605.8340581788399,1203.068504822776,1418.4079014440626,,0.0656903451056451,0.05436655398132545,0.01882276053358615,,811.8061352262937,0.8651071837449362,769.4333978163284,846.3695389274405,-6287.214132686713,-6207.197482818856,-6171.185976942056,-6002.422398706053,low
IA,14,2,2,4234.5,14.112738895496214,0.9840540775237169,1.5,25.328486739605484,1074.5841850415472,,,0.24471926178458253,0.0194030207851714,,,48.07590508646097,0.7238803758710003,38.53702282881887,54.01707717084413,-5969.283589652242,-6021.4806994249775,-6141.432339844077,,very_low
AT,14,2,2,6708.0,11.179102381788272,0.7814807858638899,1.0,1655.236284196185,1244.2787515864038,5756.246406808095,,0.084220194580403,0.1009654407341661,0.0398261438346667,,3113.347344556155,0.8709190678696426,3008.243187482609,3218.451501629701,-5990.177257713689,-6514.8399966215065,-5849.6217201219215,-5840.063503407239,very_low
IPN,13,2,2,8672.0,14.452479911710704,0.9380638348510832,2.0,351.71019566469533,2825.634626680583,,,0.0206696004986397,0.023615414501880302,,,1302.477321233487,0.7857825242985714,1153.110566971157,1504.1456341378905,-6434.749434704807,-6587.932964163932,-6673.873958091977,-6673.0480416523005,very_low
PVHd,12,4,4,10352.5,17.25228541487662,0.9935867949225109,1.0,25.956517266940395,1426.6384393167823,4016.846163630771,,0.14689806458323376,0.0323269712957966,0.0016923469600375,,37.98498801723299,0.7763236180424352,32.96082539958779,43.00915063487818,-6507.94923582421,-6670.904742762189,-6645.5407428878125,,very_low
AHN,11,3,3,7907.0,13.176931191103964,1.0251827849065565,2.0,28.440246665722672,823.0122793004317,1901.234228951035,,0.0720437200758311,0.0258131632620755,0.0062156665229395,,257.7581070962391,0.7708506060767943,202.10081917087948,293.34999567064426,-6457.394464655908,-6593.525396426448,-6592.8446925092085,-6612.19110278802,very_low
AMB,11,2,2,1325.0,2.2081281194324336,1.045073479236574,1.0,1013.546964297382,1589.6493967977765,5841.519496038181,,0.0657781195635566,0.0487303318414965,0.0110729732991594,,1066.4013021034434,0.9193377981329036,1032.3712315265172,1103.0399037101256,-6220.941080999469,-6349.415192188339,-6353.018583623914,-6247.78874146353,very_low
DT,11,3,3,3351.0,5.584476969973457,1.03347741125887,1.0,120.31257080404934,1297.397750409239,,,0.0608928338979976,0.011272410143786701,,,169.08623590884147,0.7521551382009564,150.29537834019152,187.87709347749143,-6425.242713874216,-6462.962240850371,-6511.539229250862,-6421.955206398903,very_low
NI,10,4,4,3893.5,6.487930475625993,1.008708752792654,1.0,100.80147553601648,1399.7303439229277,,,0.10191557453123529,0.02612165209997505,,,160.23316426524454,0.6994204012791971,144.20982193221624,176.2565065982728,-6231.9858634345865,-6534.9534718630575,-6516.648426627249,,very_low
PP,10,3,3,2112.5,3.5204201145675813,0.7570253442823104,2.0,297.89428463561615,2226.83428278875,1766.1639113114177,,0.0523347382125764,0.02625971494106175,0.0095343128523156,,1150.4336354287461,0.8552001481181677,888.2901007929992,1366.373202560089,-5915.731994960504,-6135.622367340509,-6349.467725521671,,very_low
MPO,10,4,4,1396.5,2.327246249298718,1.3035850511886675,1.0,27.870425926298303,1311.436461564251,,,0.16167279757517705,0.030178606560314798,,,33.31643611208336,0.7412605840199551,30.292165750801757,36.34070647336496,-6453.548378066336,-6357.844175555115,-6198.362965875804,,very_low
Pa5,10,1,1,1129.0,1.8814751750021992,1.1704114233403233,1.5,998.154678354236,2452.123063036948,3747.268623709695,,0.04940531050746265,0.0284375437404771,0.0255387790381495,,1695.181202276697,0.8436780344550003,1564.8121485558609,1797.444386187466,-6151.8109778858425,-6192.1086682780515,-6116.4278974509325,-6068.091146905034,very_low
MM,9,2,2,1482.0,2.469667375139696,1.4957394998126676,1.0,21.77607146010945,796.4682353299406,,,0.2068630042552687,0.344322031801154,,,21.77607146010945,0.6956935665405992,18.59035075767881,24.17284640944121,-6463.009586348074,-5268.767146598542,,-5721.132045408564,very_low
SNc,9,4,4,799.0,1.3315383332874495,1.0681464531610123,2.0,134.76139509070302,3052.7660316588363,,,0.0684332549703946,0.0346366296916747,,,1239.0264648995146,0.8295463908162065,1131.7151201042689,1346.3378096947604,-5781.38608689486,-5930.607826720046,,-5864.854992913586,very_low
PDTg,9,2,2,3342.0,5.569491058315866,0.9297706632237968,2.0,127.08781115984311,1351.4667813171347,5289.13512843421,,0.044353192806162,0.0361720967458094,0.0205306343767183,,591.4272451801503,0.7620849333972505,559.6917861288179,623.1627042314827,-6309.243853385414,-6337.006158753673,-6484.393701204479,-6306.856471659579,very_low
IGL,9,2,2,2155.0,3.591217607939933,1.0058752515116738,1.0,790.0839651754222,3729.636713561523,,,0.048237140647433,0.0437799106784381,,,2691.611647356315,0.8623011481771454,2466.894959835139,2839.1612213616927,-6145.6110542674405,-6439.884731670843,,,very_low
RH,8,2,2,1508.5,3.9377443199763063,1.139049941415065,2.0,46.41947925187021,1318.5567793735172,,,0.10137477743017285,0.0300761967190789,,,243.46410864961655,0.7353640290953558,200.4422862482275,286.4859310510056,-6221.226982396138,-6420.044574276582,-6474.733350658307,-6438.780424004226,very_low
VMH,8,3,3,6564.5,10.939997692658958,0.9683574428976531,2.0,147.67590542304174,2198.1888577165014,1210.5576075978374,,0.0557943124299546,0.025974347041987603,0.0463772000665789,,560.0372590367842,0.8751885795174168,517.012651692537,613.5724532239428,-6300.378838260844,-6526.930501331321,-6560.94713827948,-6493.399868619568,very_low
